pn,id,title,category,answer_count,time,location
19,1757371602130909,我喜欢神雕侠侣里男主杨过。不过他是否个性反叛?,[娱乐人物],1,2025.09.09,美国
19,1757370423130381,问心理医生听了太多病人讲的烦心事。会不舒服?,[内科],1,2025.09.09,美国
19,1757359745137647,有强迫症。看了心理医生多年。讲的话问的问题反复。时间久了心理医生也没什么话讲。但是否可理解?,[儿科],1,2025.09.09,美国
19,1757351137135631,台式机显示器出现蓝色竖线是问题，修理大概多少钱？,[硬件],1,2025.09.09,云南
19,1757301951132439,红酒装瓶后，能存放多久,[生活常识],1,2025.09.08,广东
19,1757301883132272,电磁脉冲武器对士兵会产生影响吗,[军事国防],2,2025.09.08,广东
19,1757273096132518,我手机重置了。为什么手机一些软件打开不了,[手机平板],1,2025.09.08,美国
19,1757231801134484,地铁是怎么掉头的？是跟汽车那样一样掉头的吗？,[交通],1,2025.09.07,北京
19,1757159122131830,na20为啥不是酸性氧化物，不是钠酸中的钠与氧化钠的钠都是+1价,[化学],1,2025.09.06,北京
19,1757143819131495,男生对女生讲我们认识很多年、讲一些感性的话。会否有嗳昧的感觉,[烦恼],1,2025.09.06,美国
20,1757119017139013,生产计划如何排产合理？,[贸易],1,2025.09.06,陕西
20,1757061711134456,为何人有时候“冷漠”，可能出于保护自己,[书画美术],6,2025.09.05,广东
20,1757061667134376,社会中没有同情心的人，一定冷漠吗,[烦恼],8,2025.09.05,广东
20,1757061396133764,现在的电视剧，多转为网络剧吗,[影视],2,2025.09.05,广东
20,1757061314133551,军队中的旅与团，哪个规模更大,[军事国防],10,2025.09.05,广东
20,1757051234132630,女孩打扮性感。怎才是好看,[服装服饰],3,2025.09.05,美国
20,1757051176132552,地理书上北纬40度、东经120度二分二至日日出日落时间分别是几点几分？,[升学入学],3,2025.09.05,北京
20,1757033091139529,替代料如何设置正确？,[编程开发],1,2025.09.05,陕西
20,1757031650137375,女生当记者。打扮性感。她是不是不正经,[烦恼],3,2025.09.05,美国
20,1757024251132480,一般聊电话会多少分钟,[股票],1,2025.09.05,美国
20,1756971866139445,wduzb电线里的u是什么意思？,[人文社科],1,2025.09.04,安徽
20,1756956151131544,现在的战斗机进行空空对战，其如何讲究排兵布阵,[军事国防],3,2025.09.04,广东
20,1756951945131223,这种情况需要给对方包红包吗？,[软件],2,2025.09.04,四川
20,1756947697131572,进销存核心参数有哪些？,[硬件],1,2025.09.04,陕西
20,1756943992136217,道德绑架，反而也是不公平不道德？,[时事政治],4,2025.09.04,美国
21,1756885007131518,网上买的道德经,[宗教],3,2025.09.03,广西
21,1756883554138147,漆膜表面生锈原因及解决？,[化学],1,2025.09.03,江苏
21,1756870006136746,为职业加上使命感，这有何实用性,[人文社科],2,2025.09.03,广东
21,1756869846136402,为何社会中的某些人坠入爱河后，会变得盲目,[烦恼],3,2025.09.03,广东
21,1756869712136143,现在的护卫舰，其对陆地目标的打击能力的要求有多高,[军事国防],3,2025.09.03,广东
21,1756860168130807,哪些计价方式可以进行成本调整？,[企业管理],1,2025.09.03,陕西
21,1756798430130433,二战时期的坦克，拥有哪些观察外界的手段,[历史话题],1,2025.09.02,广东
21,1756796061134676,如何避免油墨使用中的变色及渗色现象‌?,[工程学],1,2025.09.02,江苏
21,1756771985139867,有情绪病，不喜欢与人相处。大家庭聚会，选择不去参加是否会引起其他人的看法？？,[家庭],1,2025.09.02,美国
21,1756730303132322,引力使得物体具有惯性，这个观点论述对吗？,[物理],2,2025.09.01,陕西
21,1756728985130316,人类文明进步的唯一标准是什么，选唯一一个标准，会是什么？,[人文社科],2,2025.09.01,陕西
21,1756727854138655,灵遁者哲学水平在中国处于什么位置，值得研究吗？,[人文社科],1,2025.09.01,陕西
21,1756710323134909,小岚姐是怎么了?我该怎么办？,[家庭],1,2025.09.01,安徽
21,1756708212139812,国产高可靠性轴承品牌推荐？受够频繁更换了！,[汽车],2,2025.09.01,江苏
21,1756707725138803,言语分辨率怎样训练？,[硬件],8,2025.09.01,河北
22,1756705353134578,听力损失只是单纯的声音变小吗,[五官科],11,2025.09.01,河北
22,1756705130134193,高温为什么会损伤我们的助听耳机？,[其他电子产品],9,2025.09.01,河北
22,1756704991133966,初戴助听器怎样做“时间管理”?,[企业管理],10,2025.09.01,河北
22,1756698486135360,人被白纹伊蚊叮咬后，一定会感染登革热吗,[传染科],2,2025.09.01,广东
22,1756698454135307,男性射精无力但不治疗，这会产生哪些影响,[两性],2,2025.09.01,广东
22,1756687437131596,进销存软件业务需要月末结转吗？,[财务税务],1,2025.09.01,陕西
22,1756682068136794,我还是清白之身，是乖女好女生？,[烦恼],3,2025.09.01,美国
22,1756627129138868,如果真的有龙，你估计全球大概有多少只？,[人文社科],2,2025.08.31,陕西
22,1756622981132629,有高学历的人写自传，写一些离经叛道的观念。是否也有问题？,[人文社科],1,2025.08.31,美国
22,1756620617139424,请问软考网络工程师证书放在公司而人没有去上班，公司批准每月拿工资，这样违法吗？,[就业职场],1,2025.08.31,广东
22,1756567646133624,女朋友被我发现和别的男生出去玩解释要相信吗,[烦恼],1,2025.08.30,重庆
22,1756491339139160,我买LG 手机，已用了几年。是否值了？以前买的时候，店员讲LG 已停产手机，将是最后一批。我买了,[手机平板],1,2025.08.30,美国
22,1756447838133641,其实到餐厅吃东西，只要一二蝶菜。就是吃不完不要打包走，不是浪费？如果很多样菜剩，才是浪费？,[美食烹饪],5,2025.08.29,美国
22,1756437250134803,为何家用与商用的煤气费，不能一样,[生活常识],4,2025.08.29,广东
22,1756437205134696,在现代战争中，狙击手还有何实用性,[军事国防],2,2025.08.29,广东
23,1756436545132877,使用“丁俊晖台球室”这个名称作为台球室的名称容易引起争议吗？,[球类运动],2,2025.08.29,江苏
23,1756427629130627,我二姨对我苛刻，但讲真她自己的女儿她都管教不好。她女儿没工作几年，呆在床上。是否也不要在意,[家庭],1,2025.08.29,美国
23,1756427381130255,阶级观念？？。,[时事政治],2,2025.08.29,美国
23,1756404625131861,年轻时的皮特帅些，还是碧咸？,[娱乐人物],1,2025.08.29,美国
23,1756351525135105,研究野生动物的心理学，这对人类有何实用性,[人文社科],2,2025.08.28,广东
23,1756351485135000,载重越大，战机的飞行高度越低吗,[军事国防],2,2025.08.28,广东
23,1756346722130114,小米平板电脑，这个文件夹的文件，不小心按了总是用浏览器打开查看，怎么重新设置图像用图片查看？,[电脑],2,2025.08.28,广东
23,1756342498138315,叮当的“”这个字为什么不见了？,[人文社科],1,2025.08.28,北京
23,1756323305137074,我是女，喜欢和坏男生交朋友。但是只是喜欢听他们的故事，不是真的想和他们恋爱。有花花男对我讲,[烦恼],2,2025.08.28,美国
23,1756318488136775,女生打扮性感工作，是否给人不正经感觉？正当工作的公司，老板不建议女生打扮性感,[就业职场],2,2025.08.28,美国
23,1756318383133957,我畏高，上楼梯脚软上楼时最后几级时，如狗般爬行上去。上次妈见我如狗般爬行，大问你发生什么事,[宠物],1,2025.08.28,美国
23,1756318164138013,我有情绪病，常被光怪陆离的东西吸引。是个性俏皮贪玩还是因情绪病？？,[家庭],2,2025.08.28,美国
23,1756280752132224,中国浙江有多少外资企业,[企业管理],2,2025.08.27,浙江
23,1756280516131367,中国在纳斯达克上市的企业数量惊人啊,[股票],1,2025.08.27,浙江
23,1756269579131307,保持清白之身，有人讲奇怪。他无礼？？？,[宗教],3,2025.08.27,美国
24,1756264410138692,RTX 5090与RTX5090 D，两款显卡的性能一样吗,[硬件],3,2025.08.27,广东
24,1756264379138596,军舰装备的直升机，一般执行哪些任务,[军事国防],3,2025.08.27,广东
24,1756260232133766,怎理解？我是否渣女？,[人文社科],2,2025.08.27,美国
24,1756255029137912,经销商和零售客户如何区分发货？,[贸易],1,2025.08.27,陕西
24,1756246813139297,在餐厅，点的食物不好吃。还剩很多，店员问要打包走吗？讲不用，是否很正常？不想吃，不打包不,[美食烹饪],2,2025.08.27,美国
24,1756199072139316,家用自动门，选哪个牌子比较好？,[家居装修],2,2025.08.26,广东
24,1756179018138128,燕窝真的是智商税吗？,[美食烹饪],1,2025.08.26,福建
24,1756177474138102,两家上市公司合并后，双方的股民的持股有何变化,[股票],1,2025.08.26,广东
24,1756177401138100,有的人刚认识有一见如故的感觉，但是认识久了后觉得不是太合得来，是否也不奇怪,[烦恼],4,2025.08.26,美国
24,1756170085137855,轮胎压坑之后瞬间没气，但车胎又没有明显损伤，什么原因？,[赛车],2,2025.08.26,天津
24,1756168603137809,有没有自带手机订货的进销存管理软件？,[手机平板],1,2025.08.26,陕西
24,1756109401137591,燕窝怎么鉴别真假？,[购物时尚],1,2025.08.25,福建
24,1756107143137449,富豪A人品差但越来越富裕，这给你一种什么样的感觉,[烦恼],2,2025.08.25,广东
24,1756025219136322,"把“请勿逆行”翻译成""One-way street""是否合理？",[外语],1,2025.08.24,北京
24,1755933308135852,电动三轮车有钢铁,[交通],1,2025.08.23,广西
25,1755907011135526,一些反叛女生写自传，讲明不恕任何人定义自己。她们离经叛道，反叛任性。但或者她都发觉她走过的,[烦恼],1,2025.08.23,美国
25,1755896774135502,有时见一些餐馆太多人，不想排队。去有空桌的餐馆，但最后发觉食物不好吃。是否笨？客人不多就因为,[美食烹饪],2,2025.08.23,美国
25,1755832976134752,从科学的角度分析，为何爆炸会产生冲击波,[物理],2,2025.08.22,广东
25,1755832951134751,导弹如何提高隐身性,[军事国防],3,2025.08.22,广东
25,1755823927134515,现金流老是出错怎么办？,[银行],2,2025.08.22,陕西
25,1755811021134396,女生有公主病，与男生交朋友会希望男生哄她。她有时讲话娇声娇气，就是交朋友也是那样。可以吗？？？,[烦恼],2,2025.08.22,美国
25,1755792848134385,男生想当面和女生吃饭，是为什么,[烦恼],5,2025.08.22,江苏
25,1755754015133816,你觉得社会中特别现实的人，一般有何表现,[烦恼],3,2025.08.21,广东
25,1755753986133815,一座城市的交通不拥堵，这能说明哪些信息,[交通],1,2025.08.21,广东
25,1755753953133814,枪管过长或过短，这对枪械的性能有何影响,[军事国防],1,2025.08.21,广东
25,1755749600133750,买了一件外套大约75元美元，贵吗,[服装服饰],1,2025.08.21,美国
25,1755749563133749,外套用手洗会更好？,[服装服饰],3,2025.08.21,美国
25,1755741829133543,在复数范围内，负数有两个偶次方根，分别是什么？,[数学],2,2025.08.21,北京
25,1755735574133337,我有情绪病，容易被别人讲的话困扰影响。是否如遇上讲话令自己困扰的人，最好的方法就是不要再,[家庭],1,2025.08.21,美国
25,1755681103132986,悍途的鞋子鞋底防滑嘛，可以支撑去户外徒步或者其他户外活动嘛？,[生活常识],2,2025.08.20,福建
26,1755674739132807,“莫以善小儿不为，莫以恶小而为之”出自哪里？全文是什么？,[小说图书],1,2025.08.20,北京
26,1755663052132546,我现实里很害怕接触不正经的人，但喜欢看不正经人写的书。对他们写的书，感到刺激新奇。我矛盾奇怪？？,[烦恼],1,2025.08.20,美国
26,1755659757132499,假如你富裕后亲朋皆为酒肉之交，你有何感受,[人文社科],2,2025.08.20,广东
26,1755659675132496,不超频，电脑采用高频率的内存条有何意义,[硬件],2,2025.08.20,广东
26,1755659636132494,载重越大，这会影响战斗机的机动性吗,[军事国防],4,2025.08.20,广东
26,1755657037132406,9月23日(秋分)乌鲁木齐和拉萨的日出日落时间分别都是几点几分？,[起名],3,2025.08.20,北京
26,1755577690131332,你们一般去一些餐厅很多人等候的，还是人少不用排队的？,[烦恼],2,2025.08.19,美国
26,1755573981131275,为何社会中的某些人认为，友人比爱人更靠谱,[宗教],3,2025.08.19,广东
26,1755570402131078,戌酉相穿(狗鸡相穿)是什么意思？,[人文社科],1,2025.08.19,北京
26,1755570344131075,为什么AQI指数不显示501及以上的“七级极重污染”指数级别？,[股票],1,2025.08.19,北京
26,1755569799131035,三伏天适用于南半球吗？,[家居装修],2,2025.08.19,北京
26,1755566875130913,效期打印机SSBH-XD-01是怎样的一款机器？,[硬件],2,2025.08.19,广东
26,1755565456130834,每个人都怕刀是一句事实吗？,[宗教],1,2025.08.19,江苏
26,1755564096130788,财务管理红冲蓝冲如何运用？,[财务税务],1,2025.08.19,陕西
26,1755512972130588,动力机甲皮肤兑换码,[网页游戏],1,2025.08.18,江苏
27,1755502749130429,北京的36个农村合作社怎么样了,[历史话题],1,2025.08.18,浙江
27,1755495385130055,为何价格高的西餐，其分量一般很小,[美食烹饪],1,2025.08.18,广东
27,1755495349130050,开水可以浇花吗？,[生活常识],3,2025.08.18,江苏
27,1755493890139955,通风设备的风口怎么选择？,[家居装修],1,2025.08.18,江苏
27,1755489785139734,有什么方法可治焦虑症？,[内科],1,2025.08.18,美国
27,1755477373139457,WMS主要能解决什么问题？,[编程开发],3,2025.08.18,陕西
27,1755346734138974,“佯北莫从”是什么意思？典故是什么？,[人文社科],2,2025.08.16,北京
27,1755331262138849,开水冲鸡蛋,[生活常识],1,2025.08.16,河北
27,1755305205138666,销售发货只关注数量不涉及金额可以吗？,[贸易],2,2025.08.16,陕西
27,1755244532138446,选购笔记本电脑如何防止被坑？,[电脑],1,2025.08.15,山东
27,1755227105138117,没女友意味着什么？没有办法身体接触？没有情感共鸣？,[烦恼],5,2025.08.15,宁夏
27,1755219653137860,只管理收支情况适合什么软件？,[企业管理],3,2025.08.15,陕西
27,1755191663137743,觉得图中两个女的样貌和气质像吗？,[娱乐人物],1,2025.08.15,四川
27,1755171470137685,能力一般的人类和猫妖觉得哪个厉害点？,[烦恼],1,2025.08.14,四川
27,1755171356137683,在360问答注册的用户怎么在360百科还需要再次注册么？,[360相关产品],1,2025.08.14,河北
28,1755158029137476,强吻陌生女子后被检出急性而短暂的精神病障碍的男子需要承担哪些民事责任？,[两性],1,2025.08.14,陕西
28,1755141750137156,古生物学家如何判断，已灭绝的生物属于独居还是群居,[生物],2,2025.08.14,广东
28,1755141712137152,敌军能从己方遗留的粪便中，获取哪些重要的信息,[军事国防],2,2025.08.14,广东
28,1755138775137095,多年来焦虑症，见街上陌生人怕他们有意外会主动帮忙，都是乌龙。常有心魔就是见死不救有莫名其妙的,[烦恼],1,2025.08.14,美国
28,1755131641136828,采购与应付/预付业务关系如何？,[企业管理],2,2025.08.14,陕西
28,1755083303136759,双春双雨水的年份，下一次在哪一年？,[起名],2,2025.08.13,北京
28,1755056081136133,当你在当年成功求爱的地方再遇初恋，你有何第一反应,[家庭],3,2025.08.13,广东
28,1755056046136132,你婚后方知配偶有一重大的违法案底，你如何处理,[法律法规],5,2025.08.13,广东
28,1755056008136131,简单解析，安全软件的杀毒原理是什么,[360相关产品],3,2025.08.13,广东
28,1755055976136129,为何预警机还不能实现无人化,[编程开发],4,2025.08.13,广东
28,1755046589135871,26°~36°的热度怎样有风采,[人文社科],1,2025.08.13,浙江
28,1755045876135814,服装行业如何管理库存？,[企业管理],1,2025.08.13,陕西
28,1754969423135033,做人讲究原则，这有何实用性,[节日风俗],5,2025.08.12,广东
28,1754969094135029,同一个人在三家证券公司共拥有三个股票账户，后者能否关联同一银行账户,[股票],2,2025.08.12,广东
28,1754969052135027,潜艇潜行时，如何与外界联系,[军事国防],2,2025.08.12,广东
29,1754968669135018,人类互联网粘贴技术,[互联网],1,2025.08.12,浙江
29,1754968240135010,西安有哪些著名的传统节日？,[节日风俗],1,2025.08.12,陕西
29,1754967343134980,旅游需要准备哪些拍摄设备和技巧？,[出行旅游],2,2025.08.12,陕西
29,1754964169134863,为什么“休想”是“谢绝”的意思？,[人文社科],2,2025.08.12,北京
29,1754959255134733,存货信息中主往来单位如何使用？,[企业管理],1,2025.08.12,陕西
29,1754935437134652,AI句式改写小助手：有没有人觉得光宗薰和毛晓彤长得很像,[烦恼],1,2025.08.12,广东
29,1754926920134637,觉得图中两个女的样貌和气质像吗？,[娱乐人物],2,2025.08.11,四川
29,1754897942134187,消声器对枪械的性能，有何影响,[硬件],1,2025.08.11,广东
29,1754891687133953,还珠格格当年很火，但会有人不喜欢看的吗,[娱乐人物],1,2025.08.11,美国
29,1754889641133873,问女生常常对男人讲开放话题，是可理解为对男的挑衅？而不是挑逗？？,[烦恼],2,2025.08.11,美国
29,1754889066133860,该不该让女朋友留着前男友联系方式,[家庭],2,2025.08.11,重庆
29,1754879169133746,听力损失问题怎么去干预它？,[五官科],6,2025.08.11,河北
29,1754878673133744,买助听器是买模拟机好还是数字机好？,[家居装修],6,2025.08.11,河北
29,1754877484133724,老年人建议用什么样的助听器？,[健康知识],8,2025.08.11,河北
29,1754727969132926,分期的话，花呗和交通银行信用卡哪个利率低，哪个划算,[银行],1,2025.08.09,湖北
30,1754644992132322,请问玄中易八字排盘平台如何？免费不？,[星座占卜],1,2025.08.08,广东
30,1754637309132007,我会问一些基督徒问题，如和另一半是婚前还是婚后？我只是想知他们有没守到圣经的律法，我这么问,[宗教],2,2025.08.08,美国
30,1754624036131823,你坐牢后亲朋马上与你断绝关系，你获清白后如何与之相处,[家庭],2,2025.08.08,广东
30,1754623928131820,为何战场上，冲击波的歼敌数量多于子弹,[客户端游戏],3,2025.08.08,广东
30,1754623842131817,杭州每年的彩票销量是多少,[彩票],2,2025.08.08,浙江
30,1754623691131811,欧洲有多少个国家,[时事政治],2,2025.08.08,浙江
30,1754623645131809,中国有多少个省/美国有多少个省,[军事国防],4,2025.08.08,浙江
30,1754614432131610,先发货再开票如何执行单据？,[贸易],3,2025.08.08,陕西
30,1754598915131556,我喜欢玛丽莲梦露，但是否太落伍？当年我去发型屋弄了卷发，但不是金色。她卷发好性感,[娱乐人物],1,2025.08.08,美国
30,1754571224131531,二十四节气的第二个节气，也是春季第二个节气“雨水”为什么不叫“处寒”？,[书画美术],3,2025.08.07,北京
30,1754563856131479,陌生人B长得像已逝的好友，这给你一种什么样的感觉,[烦恼],1,2025.08.07,广东
30,1754563776131478,为何社会中的某些人会“升米恩斗米仇”,[历史话题],4,2025.08.07,广东
30,1754563651131477,中考有什么存在的必要,[升学入学],3,2025.08.07,广东
30,1754563514131476,为何义务役的士兵的服役周期，两年为合适,[军事国防],3,2025.08.07,广东
30,1754562408131471,马云、李嘉诚是中国的骄傲，是吗？,[娱乐人物],3,2025.08.07,贵州
31,1754558831131464,预算有限，悍途的入门级徒步鞋质量靠谱吗？能满足周末郊游需求吗？,[贸易],1,2025.08.07,福建
31,1754552878131387,为什么苏联变成资产阶级专政了,[军事国防],2,2025.08.07,广西
31,1754551708131362,社保个人账户里的钱可以随意支取吗？,[保险],1,2025.08.07,陕西
31,1754551683131361,换城市工作，社保如何转移？具体流程是什么？,[保险],3,2025.08.07,陕西
31,1754551563131355,养老金是如何计算的？缴费年限和缴费基数对养老金待遇影响有多大？,[保险],2,2025.08.07,陕西
31,1754551482131351,灵活就业人员办理参保登记需要准备什么材料？,[就业职场],2,2025.08.07,陕西
31,1754551478131350,从科学的角度来说存不存在“庚子癸卯现象”？,[时事政治],1,2025.08.07,江苏
31,1754550644131332,两仪是直接生四象还是先生三才再生四象？,[花鸟鱼虫],3,2025.08.07,江苏
31,1754547458131295,有哪些免费电影网站可以在线观看电视剧？,[影视],1,2025.08.07,陕西
31,1754481742130797,缓解不良情绪的行为是无效的怎么办?,[两性],1,2025.08.06,江苏
31,1754473993130649,国内有哪些特别适合拍照的网红景点？,[美容塑身],6,2025.08.06,福建
31,1754470608130617,你好，有没自行车鞍座上鞍管的具体标准要求，谢谢,[交通],4,2025.08.06,广东
31,1754464630130547,CAM监控系统/AAM监控系统,[硬件],3,2025.08.06,浙江
31,1754461396130453,11款宝马3系起步加油门车感觉无力跑不起来是什么原因了,[汽车],2,2025.08.06,江苏
31,1754460678130404,某女人的抖音作品评论区有很多认识的人评论，觉得他们怎么认识的？,[烦恼],4,2025.08.06,四川
32,1754453122130330,昨天晚上在快手上看到一位好友给我招聘高薪工作，我没有答应，我直接把对方删除粉丝，并且拉黑了。,[就业职场],2,2025.08.06,河北
32,1754449937130251,为何战斗机的座舱只能采用炸药摧毁，以便飞行员逃生,[军事国防],3,2025.08.06,广东
32,1754446646130119,为什么没有“庚酉年”？,[历史话题],3,2025.08.06,北京
32,1754441385139926,手指遭遇电击后，对大脑有哪些影响？,[医院],1,2025.08.06,江苏
32,1754436522139875,我问我没性行为，就是年青时19岁不懂事被一朋友是花花男骗了，被摸了身体。他是骗我的，见我不肯再做,[烦恼],2,2025.08.06,美国
32,1754393018139773,某女人的抖音作品评论区有很多认识的人评论，觉得他们是怎样的？,[烦恼],1,2025.08.05,四川
32,1754381044139578,关于ISO 4210 自行车鞍管检测的标准,[交通],1,2025.08.05,广东
32,1754375783139439,助听器是怎么帮助人听见的？,[互联网],7,2025.08.05,河北
32,1754375408139428,助听器带上去会觉得头晕是怎么回事？,[内科],7,2025.08.05,河北
32,1754372548139365,AI一个很可怕的现象？,[人文社科],1,2025.08.05,江苏
32,1754372386139358,手指遭遇4次电击现在仍然刺痛的办法？,[医院],1,2025.08.05,江苏
32,1754364107139251,通过婚前协议维系的爱情，会快乐吗,[爱情],3,2025.08.05,广东
32,1754364077139250,你想知道初恋如今是否快乐吗,[烦恼],2,2025.08.05,广东
32,1754364036139248,我当年对他讲明我有精神问题，是否很对还是傻？,[家庭],2,2025.08.05,美国
32,1754354379138949,库存货品初始化需要注意哪些？,[企业管理],1,2025.08.05,陕西
33,1754347978138893,我个性如还珠格格里的小燕子，皇阿玛讲她顽劣。老佛爷讲她是不学无术的野丫头。是否现实里很难有,[宠物],2,2025.08.05,美国
33,1754305260138698,某女的叫女孩在公交车上坐好，旁边还有个男孩也叫她坐好。后者做法叫什么？,[交通],1,2025.08.04,四川
33,1754298063138381,银行房贷申请，我们需要采取欺骗手段吗？,[银行],2,2025.08.04,江苏
33,1754296783138358,为什么连特种兵受不了工厂。,[军事国防],2,2025.08.04,广西
33,1754286474137954,当冬至“已至”时，为什么还有“日出最迟的一天”和“最寒冷的一天”两个“未至”？,[书画美术],1,2025.08.04,北京
33,1754277710137864,为何新能源汽车需要大量高科技,[汽车],1,2025.08.04,广东
33,1754184827137206,我是女，喜欢讲开放话题。是内心压抑还是其他原因？对男的讲太多这方面，会令对方不舒服吗？？,[烦恼],2,2025.08.03,美国
33,1754128153137015,杜比ac-4编码文件如何打开？,[编程开发],1,2025.08.02,河南
33,1754094592136603,问一下，南半球入伏是在12月22日后的第三个庚日吗？末伏是在2月4日后第一个庚日吗？,[起名],1,2025.08.02,北京
33,1754083107136509,我有焦虑症，有人用我找中医制的药医医。可行吗？？,[中医],1,2025.08.02,美国
33,1754078107136506,觉周星弛如何？拍的戏怎,[戏剧戏曲],1,2025.08.02,美国
33,1754026389135669,你如何理解“爱情与婚姻属两回事”,[婚姻],4,2025.08.01,广东
33,1754026285135668,当你发现无意地撞伤你的人是初恋，你会要求其赔偿吗,[家庭],4,2025.08.01,广东
33,1754026224135666,进入战争状态后，老百姓上战场的顺序是什么样的,[军事国防],3,2025.08.01,广东
33,1754008143135237,一般去餐馆吃东西，会与陌生人搭桌吗？,[美食烹饪],3,2025.08.01,美国
34,1753999678135207,我很少穿裙子，但会买裙子收藏。是否不太建议这么做？,[服装服饰],3,2025.08.01,美国
34,1753993314135201,我会常想起过去的人和事，我知我有强迫症令身边人很烦。我常打电话给认识的人，他们不会主动打电话,[烦恼],1,2025.08.01,美国
34,1753992419135200,我问一个问题，有人叫我乖点。我觉好笑，我又不是小女孩，还乖什么。我总觉乖不是我追求和向往的。,[烦恼],1,2025.08.01,美国
34,1753985338135199,坟的问题请懂的朋友教我,[节日风俗],4,2025.08.01,辽宁
34,1753974806135052,刚追到手的女朋友就和前男友复合了还能挽回吗,[烦恼],2,2025.07.31,重庆
34,1753931287134159,为何B的巨额财富来历不明，某些人认为其收入不合法,[法律法规],3,2025.07.31,广东
34,1753931199134158,希腊何时，实现统一,[时事政治],1,2025.07.31,广东
34,1753923440133956,喷火枪可以称之为热熔枪吗？,[军事国防],1,2025.07.31,江苏
34,1753923329133953,喷火枪融化各种金属，发生的变化有哪些不同？,[化学],1,2025.07.31,江苏
34,1753906565133874,我上网买了一条裙子觉好看，又买了一条。后我对网店讲我已买了一条，不如退了那条后买的。后那网店,[购物时尚],1,2025.07.31,美国
34,1753890182133836,开玩笑的话为何过后不及时解释清楚！那样很伤害对方的！,[烦恼],3,2025.07.30,海南
34,1753865471133568,各位网友你们那里70岁以上企业退休人员给多少老年补贴、青说明您的省份,[保险],1,2025.07.30,辽宁
34,1753860252133528,如果一个人想象坐出租车不付钱，那他基本不会坐出租车不付钱吗？,[交通],2,2025.07.30,江苏
34,1753848779132934,第一版《西游记》白骨精演得挺不错的,[娱乐人物],1,2025.07.30,浙江
34,1753844897139695,战机的隐身涂层，须要经常更换吗,[军事国防],2,2025.07.30,广东
35,1753791218138058,某女孩对妈妈说想要篮筐打篮球，玩了几天从此以后再也没玩了，觉得是什么原因？,[烦恼],1,2025.07.29,四川
35,1753786292135550,全国12315平台一直不受理退货退款案怎么办?,[购物时尚],1,2025.07.29,河南
35,1753770080130410,人若被困在木制垃圾箱里，可以寻找金属小刀自救吗？,[生活常识],3,2025.07.29,江苏
35,1753769918130274,有人了解过磁粉探伤吗？江苏这边有没有,[工程学],2,2025.07.29,江苏
35,1753766242137462,我是大龄剩女还是处女，喜欢男生小过我。但讲真如被小过我的男生骗了，是否也是我吃亏？,[烦恼],2,2025.07.29,美国
35,1753760620134265,“某些富人眼里，人只区分富人与穷人”，你如何看待此观点,[烦恼],3,2025.07.29,广东
35,1753760543134189,为何电影行业，容易出现亏钱的烂片,[影视],2,2025.07.29,广东
35,1753760511134160,为何现在的军舰，其造价越来越高,[军事国防],3,2025.07.29,广东
35,1753692596132296,保定云中心的招商电话是多少？,[银行],1,2025.07.28,河北
35,1753679801139124,某男孩玩足球在地下连续拍很多次（只要在玩的时候），带来的是什么？,[足球],1,2025.07.28,四川
35,1753675751136846,为何某些西药，既有药片版也有针剂版,[医院],1,2025.07.28,广东
35,1753668409139276,为什么湿度越大，空气越不流通，蝉叫声越多、越大？,[烦恼],1,2025.07.28,北京
35,1753592072137746,如今的世界局势和社会局势是不是以不同以往？,[时事政治],2,2025.07.27,重庆
35,1753591172137341,网上写有高学历的人，从事不太光彩的事业。是否不奇怪？？,[就业职场],2,2025.07.27,美国
35,1753527368135635,请问航母舰载机比不过美国海军，用很多电子战预警直升机帮忙拦截美国隐形导弹保护军舰好吗？,[军事国防],1,2025.07.26,广东
36,1753518721130527,AI拓扑公理系统共有多少条公理？,[软件],1,2025.07.26,陕西
36,1753491832134236,可以给我介绍一下江博士健康鞋吗？,[健康知识],1,2025.07.26,贵州
36,1753441530138829,铝合金是重工业,[化学],1,2025.07.25,海南
36,1753439359137802,CAD2007如何过任意曲线上一指定点做法线,[软件],1,2025.07.25,江苏
36,1753436878136437,某男孩在屋外玩球，没隔多久就在下面那层（也是住家）捡球，觉得他是怎么搞成这样的？,[足球],3,2025.07.25,四川
36,1753421064131339,我有階级观念，是否肤浅？,[时事政治],6,2025.07.25,美国
36,1753417844139460,为何人有时候希望越大，反而失望越大,[烦恼],4,2025.07.25,广东
36,1753417781139419,为何商铺的租金，一般高于住宅者,[购房置业],2,2025.07.25,广东
36,1753417732139386,为何军队须要进行军衔制的改革,[军事国防],2,2025.07.25,广东
36,1753416073138435,ABM粮仓管理系统,[企业管理],1,2025.07.25,浙江
36,1753405397137894,主板是英特尔X79（X79 PCH-）的一体机，能不能升级CPU？,[硬件],1,2025.07.25,云南
36,1753363627136011,一个人开两千多公里，路上需要注意什么？,[交通],2,2025.07.24,海南
36,1753363489135918,同样的一本书,[小说图书],3,2025.07.24,广西
36,1753348974137839,玻璃门锁国产的什么牌子好？,[家居装修],1,2025.07.24,广东
36,1753336564134262,这个子水把申金从午火的手里救出来了，这种表达方式正确吗？,[幽默搞笑],2,2025.07.24,江苏
37,1753326278136929,控制不住想打扮自己，想买衣服买鞋子，这是为什么,[服装服饰],2,2025.07.24,海南
